date,symbol,open,high,low,close,volume
2024-02-19,GOOGL,151.7,152.78,148.87,152.0,6652461
2024-02-19,MSFT,371.16,376.12,368.41,371.74,30742188
2024-02-19,AMZN,145.67,147.24,144.73,145.66,22865676
2024-02-19,META,300.84,306.57,294.49,301.34,20535041
2024-02-20,AAPL,184.15,188.28,181.35,184.14,36601644
2024-02-20,GOOGL,150.59,151.44,147.36,150.29,22755923
2024-02-20,MSFT,371.19,376.22,368.77,371.31,37131469
2024-02-20,AMZN,146.51,148.09,145.2,146.45,47977723
2024-02-20,META,303.18,304.31,299.07,302.79,7301092
2024-02-21,AAPL,186.26,187.59,184.03,186.44,35896546
2024-02-21,GOOGL,150.09,152.23,147.93,150.32,21607385
2024-02-21,MSFT,378.91,384.57,375.7,379.49,8195344
2024-02-21,AMZN,145.59,147.59,144.93,145.83,35085769
2024-02-21,META,317.3,320.95,312.91,317.07,5455903
2024-02-22,AAPL,188.28,192.56,185.78,188.18,44316436
2024-02-22,GOOGL,148.65,149.62,147.49,148.52,7989972
2024-02-22,MSFT,373.52,376.4,364.22,373.47,23991541
2024-02-22,AMZN,146.83,149.11,144.97,146.95,6968258
2024-02-22,META,315.42,321.01,310.17,315.9,37812806
2024-02-23,AAPL,190.28,194.33,188.04,190.16,24346898
2024-02-23,GOOGL,149.61,151.08,146.69,149.51,40504332
2024-02-23,MSFT,372.98,380.88,369.87,373.06,43590305
2024-02-23,AMZN,145.22,146.95,142.28,144.98,31198943
2024-02-23,META,307.79,313.19,304.6,307.95,35978225
2024-02-26,AAPL,188.83,190.5,185.82,188.92,11416736
2024-02-26,GOOGL,151.55,153.11,147.99,151.31,6145149
2024-02-26,MSFT,374.48,380.9,367.45,374.26,8227034
2024-02-26,AMZN,142.03,143.67,140.45,142.08,32260066
2024-02-26,META,308.69,311.75,307.24,308.86,25430072
2024-02-27,AAPL,190.13,191.47,187.09,189.99,6239152
2024-02-27,GOOGL,149.45,153.08,146.86,149.45,6754820
2024-02-27,MSFT,374.42,379.91,366.94,375.12,6050844
2024-02-27,AMZN,142.37,144.24,139.49,142.22,45503743
2024-02-27,META,302.39,310.16,297.19,302.86,44978165
2024-02-28,AAPL,191.06,195.09,189.96,190.98,17978244
2024-02-28,GOOGL,150.91,152.56,148.03,150.63,20317419
2024-02-28,MSFT,381.27,384.29,375.9,381.21,29376716
2024-02-28,AMZN,144.82,147.81,142.33,144.67,18604996
2024-02-28,META,295.35,298.26,288.58,295.63,20410159
2024-02-29,AAPL,188.21,192.96,185.77,188.38,20627466
2024-02-29,GOOGL,151.76,152.89,149.26,151.71,33180544
2024-02-29,MSFT,384.08,389.11,382.13,384.1,44614164
2024-02-29,AMZN,145.94,148.26,144.03,145.87,14059044
2024-02-29,META,315.73,317.69,310.97,315.86,29436106
2024-03-01,AAPL,189.75,194.57,188.67,189.96,37496445
2024-03-01,GOOGL,154.11,157.54,150.64,154.09,40572940
2024-03-01,MSFT,388.89,397.6,381.88,389.47,44469076
2024-03-01,AMZN,147.64,148.56,145.06,147.38,49144432
2024-03-01,META,314.18,321.2,310.04,314.2,21889845
2024-03-04,AAPL,191.91,193.81,190.19,192.07,22394322
2024-03-04,GOOGL,152.48,154.73,150.42,152.47,43950971
2024-03-04,MSFT,388.89,393.24,384.86,388.14,39403750
2024-03-04,AMZN,146.29,149.78,143.18,146.25,9916889
2024-03-04,META,315.08,318.97,312.09,314.63,45189059
2024-03-05,AAPL,198.14,202.99,195.31,198.49,27969462
2024-03-05,GOOGL,148.63,152.05,144.89,148.55,26457956
2024-03-05,MSFT,392.29,399.63,387.63,392.0,11049580
2024-03-05,AMZN,142.39,144.23,141.23,142.5,17544194
2024-03-05,META,311.79,319.69,304.4,312.15,49901938
2024-03-06,AAPL,201.65,205.86,197.66,201.51,5644187
2024-03-06,GOOGL,148.82,151.9,147.16,148.68,11428262
2024-03-06,MSFT,386.33,393.8,381.37,385.94,39475216
2024-03-06,AMZN,141.03,143.27,137.57,140.84,26943251
2024-03-06,META,315.19,319.87,310.4,315.72,7970442
2024-03-07,AAPL,199.36,200.92,197.72,199.48,47645961
2024-03-07,GOOGL,148.87,152.72,146.96,149.13,18480455
2024-03-07,MSFT,385.55,392.0,382.68,386.2,36818891
2024-03-07,AMZN,139.08,140.23,136.97,139.33,18288072
2024-03-07,META,326.63,330.45,324.06,326.98,46815262
2024-03-08,AAPL,201.16,205.89,197.5,201.24,26439664
2024-03-08,GOOGL,144.72,147.46,144.09,144.88,32157189
2024-03-08,MSFT,387.03,394.2,378.52,387.25,44989658
2024-03-08,AMZN,137.79,139.72,135.96,137.79,33115273
2024-03-08,META,330.89,337.64,324.78,331.46,37127868
2024-03-11,AAPL,199.3,203.24,196.26,199.04,28407645
2024-03-11,GOOGL,144.43,147.61,141.81,144.64,27351294
2024-03-11,MSFT,389.75,393.08,385.25,390.09,7444941
2024-03-11,AMZN,139.94,141.39,136.31,139.8,28000811
2024-03-11,META,324.57,328.58,321.63,325.16,7821032
2024-03-12,AAPL,198.38,199.12,194.14,198.11,38340682
2024-03-12,GOOGL,143.53,144.65,141.08,143.64,17167697
2024-03-12,MSFT,386.95,390.77,382.86,386.42,45134246
2024-03-12,AMZN,143.86,147.24,141.39,143.9,48383528
2024-03-12,META,326.75,333.42,322.34,327.29,22444196
2024-03-13,AAPL,194.71,198.32,189.76,194.61,12512888
2024-03-13,GOOGL,145.69,148.24,144.74,145.57,39246700
2024-03-13,MSFT,399.08,405.95,390.78,398.36,9741421
2024-03-13,AMZN,146.46,148.92,142.78,146.3,21202270
2024-03-13,META,319.89,324.1,314.09,319.31,25596482
2024-03-14,AAPL,193.04,195.66,189.87,193.27,7355975
2024-03-14,GOOGL,148.39,150.21,146.96,148.23,43265660
2024-03-14,MSFT,393.93,401.54,388.25,394.38,44607053
2024-03-14,AMZN,147.16,150.06,145.44,147.33,18288566
2024-03-14,META,322.91,329.21,320.07,323.38,19203230
2024-03-15,AAPL,190.81,193.16,188.65,190.7,13964687
2024-03-15,GOOGL,148.33,149.69,145.49,148.1,7614137
2024-03-15,MSFT,375.57,381.91,368.76,376.15,42596610
2024-03-15,AMZN,144.67,146.77,142.3,144.95,5869743
2024-03-15,META,321.57,326.32,317.17,322.05,23193038
2024-03-18,AAPL,187.26,190.4,182.6,187.24,25884282
2024-03-18,GOOGL,151.81,153.86,149.8,151.53,19033873
2024-03-18,MSFT,368.51,375.64,362.75,368.11,48920622
2024-03-18,AMZN,143.71,144.7,142.55,143.93,41321999
2024-03-18,META,322.25,326.07,314.78,322.74,18198887
2024-03-19,AAPL,191.45,194.18,187.79,191.24,21728268
2024-03-19,GOOGL,148.21,150.14,146.72,148.51,48838749
2024-03-19,MSFT,375.17,376.7,372.02,374.65,40243928
2024-03-19,AMZN,144.11,145.99,141.5,143.95,18631207
2024-03-19,META,317.04,320.63,311.22,317.59,26783468
2024-03-20,AAPL,192.71,195.31,187.93,192.52,48100541
2024-03-20,GOOGL,149.19,152.01,148.16,148.93,29501704
2024-03-20,MSFT,371.96,373.69,364.7,371.27,15142157
2024-03-20,AMZN,143.93,145.24,142.3,144.11,40159483
2024-03-20,META,315.67,318.08,312.8,315.57,33617961
2024-03-21,AAPL,192.75,196.4,189.02,192.84,20533649
2024-03-21,GOOGL,150.57,151.94,147.97,150.32,45056351
2024-03-21,MSFT,380.51,382.56,371.81,380.19,5352871
2024-03-21,AMZN,141.3,143.2,138.08,141.23,48107035
2024-03-21,META,326.81,329.98,321.87,326.77,35582914
2024-03-22,AAPL,187.1,189.39,185.76,187.42,25684919
2024-03-22,GOOGL,150.03,152.05,146.38,150.0,12458740
2024-03-22,MSFT,383.42,387.02,374.3,383.5,42964234
2024-03-22,AMZN,142.15,144.84,140.76,141.88,15888970
2024-03-22,META,324.1,326.39,321.57,323.5,49766868
2024-03-25,AAPL,187.0,191.44,184.3,186.84,16679380
2024-03-25,GOOGL,148.92,151.47,145.45,148.96,33005446
2024-03-25,MSFT,380.91,383.53,376.7,380.18,45855445
2024-03-25,AMZN,144.12,147.34,141.76,143.86,48978855
2024-03-25,META,325.7,328.05,320.34,325.37,37324902
2024-03-26,AAPL,184.73,188.21,182.76,184.92,12321488
2024-03-26,GOOGL,150.89,153.93,148.58,150.85,5544640
2024-03-26,MSFT,381.16,386.55,379.44,381.91,15290455
2024-03-26,AMZN,145.83,147.13,143.04,145.75,43161894
2024-03-26,META,328.98,330.95,323.28,328.68,6312639
2024-03-27,AAPL,182.61,185.95,178.49,182.62,17999822
2024-03-27,GOOGL,149.61,153.17,148.9,149.67,7021008
2024-03-27,MSFT,386.51,390.91,379.49,386.11,38941923
2024-03-27,AMZN,147.42,150.7,145.19,147.17,21070452
2024-03-27,META,328.95,331.86,324.06,328.57,21136030
2024-03-28,AAPL,183.06,184.74,179.08,182.95,46320758
2024-03-28,GOOGL,152.11,154.65,149.21,152.35,6751848
2024-03-28,MSFT,382.07,386.04,379.85,382.78,17711543
2024-03-28,AMZN,148.71,150.91,146.03,148.44,31103997
2024-03-28,META,327.53,334.12,321.17,327.51,20887267
2024-03-29,AAPL,182.64,186.71,181.05,182.35,23875159
2024-03-29,GOOGL,154.83,156.91,152.33,154.66,14210604
2024-03-29,MSFT,387.56,390.8,380.3,387.42,43476359
2024-03-29,AMZN,150.15,151.3,146.78,150.33,47335303
2024-03-29,META,334.37,338.77,331.42,334.36,42612166
2024-04-01,AAPL,182.29,185.85,180.66,182.41,34459280
2024-04-01,GOOGL,155.87,159.6,153.87,156.09,17711259
2024-04-01,MSFT,385.55,387.89,377.01,385.67,39449603
2024-04-01,AMZN,150.78,153.09,148.88,151.08,7458548
2024-04-01,META,334.31,336.86,327.37,333.68,18677413
2024-04-02,AAPL,182.48,183.6,180.78,182.68,48508047
2024-04-02,GOOGL,157.17,160.21,155.74,157.34,43179142
2024-04-02,MSFT,380.95,385.28,374.02,381.07,37067959
2024-04-02,AMZN,156.14,157.29,153.2,155.94,45587308
2024-04-02,META,328.8,336.51,325.14,328.4,22693784
2024-04-03,AAPL,179.38,182.58,175.11,179.31,29502363
2024-04-03,GOOGL,159.9,161.1,158.27,159.77,31269775
2024-04-03,MSFT,386.22,387.77,377.93,385.52,32069924
2024-04-03,AMZN,157.26,160.43,155.84,157.39,9613218
2024-04-03,META,331.72,336.73,325.86,331.7,46981618
2024-04-04,AAPL,179.51,182.68,177.36,179.28,25777226
2024-04-04,GOOGL,158.16,160.87,156.24,157.89,43776090
2024-04-04,MSFT,385.6,394.11,377.81,385.95,20540387
2024-04-04,AMZN,155.72,159.65,154.59,155.82,36552643
2024-04-04,META,337.13,342.29,334.78,336.82,27331643
2024-04-05,AAPL,178.78,180.35,177.21,178.87,38049976
2024-04-05,GOOGL,156.09,157.02,154.88,156.16,5513809
2024-04-05,MSFT,384.45,393.51,377.9,384.14,15573803
2024-04-05,AMZN,156.91,160.13,154.57,156.78,48516587
2024-04-05,META,333.26,338.9,330.31,333.86,43818821
2024-04-08,AAPL,176.36,180.3,174.13,176.59,22844915
2024-04-08,GOOGL,156.44,160.16,153.25,156.67,18940453
2024-04-08,MSFT,385.2,394.17,381.07,385.52,40850662
2024-04-08,AMZN,155.44,158.32,153.49,155.6,42477366
2024-04-08,META,331.93,333.13,327.57,331.39,7332610
2024-04-09,AAPL,177.26,179.14,173.89,177.23,20883132
2024-04-09,GOOGL,153.7,155.42,152.04,153.63,23203732
2024-04-09,MSFT,376.95,385.41,370.32,377.6,24474509
2024-04-09,AMZN,154.04,155.72,150.26,153.93,21826447
2024-04-09,META,330.86,336.16,326.45,330.27,33452696
2024-04-10,AAPL,177.88,180.47,176.31,178.09,9561780
2024-04-10,GOOGL,156.59,158.38,154.17,156.73,49116593
2024-04-10,MSFT,381.76,388.3,374.23,382.42,48680444
2024-04-10,AMZN,153.32,155.57,151.99,153.56,36704949
2024-04-10,META,330.07,334.11,324.54,330.17,16892431
2024-04-11,AAPL,175.1,177.88,171.87,175.31,17935774
2024-04-11,GOOGL,156.79,160.51,154.66,156.69,8464076
2024-04-11,MSFT,380.15,389.95,373.54,380.8,9143014
2024-04-11,AMZN,154.37,157.01,152.45,154.31,17033091
2024-04-11,META,325.2,333.75,319.32,325.83,35421182
2024-04-12,AAPL,176.9,179.79,173.44,176.75,17199331
2024-04-12,GOOGL,159.97,163.48,158.94,159.91,9765761
2024-04-12,MSFT,379.67,389.27,376.29,380.19,44734722
2024-04-12,AMZN,155.06,157.84,153.54,155.24,35605034
2024-04-12,META,329.33,331.2,325.05,329.45,16389569
2024-04-15,AAPL,175.61,179.88,172.65,175.64,42791072
2024-04-15,GOOGL,160.18,163.34,159.5,160.38,9585189
2024-04-15,MSFT,379.51,385.46,371.46,380.26,38677295
2024-04-15,AMZN,155.73,157.6,152.39,155.47,24548149
2024-04-15,META,325.68,327.08,321.09,325.39,32598125
2024-04-16,AAPL,175.81,177.44,173.83,175.71,9112616
2024-04-16,GOOGL,161.24,165.07,159.78,161.43,5618549
2024-04-16,MSFT,388.03,392.03,380.81,388.42,16140189
2024-04-16,AMZN,157.42,159.94,156.07,157.7,32302927
2024-04-16,META,336.92,338.92,334.68,336.69,42732132
2024-04-17,AAPL,173.79,177.3,172.48,173.58,29491428
2024-04-17,GOOGL,163.06,166.09,161.6,163.26,38206282
2024-04-17,MSFT,389.48,391.93,382.6,389.45,46434497
2024-04-17,AMZN,162.84,165.36,159.6,162.79,21580201
2024-04-17,META,332.98,338.54,329.37,332.45,25445544
2024-04-18,AAPL,171.34,172.96,169.38,171.25,24242060
2024-04-18,GOOGL,161.96,164.91,160.98,162.0,7880285
2024-04-18,MSFT,377.99,381.59,371.41,377.5,5986099
2024-04-18,AMZN,161.44,164.0,157.71,161.57,27099307
2024-04-18,META,329.02,330.79,325.27,328.46,23435197
2024-04-19,AAPL,171.78,173.42,167.93,171.67,12220817
2024-04-19,GOOGL,162.44,164.14,160.81,162.72,44676077
2024-04-19,MSFT,388.54,395.31,379.21,388.05,18013435
2024-04-19,AMZN,163.66,165.42,161.37,163.78,29099921
2024-04-19,META,325.24,329.36,322.69,325.43,40518178
2024-04-22,AAPL,169.05,173.12,168.17,169.18,19703414
2024-04-22,GOOGL,163.65,166.22,162.74,163.75,44434374
2024-04-22,MSFT,380.01,385.51,375.32,380.62,27640961
2024-04-22,AMZN,167.83,171.77,166.11,168.04,42705876
2024-04-22,META,332.1,338.24,326.24,331.62,32474603
2024-04-23,AAPL,167.65,170.98,164.28,167.88,36227731
2024-04-23,GOOGL,159.98,161.33,156.68,160.15,5089646
2024-04-23,MSFT,388.58,395.87,382.53,388.24,12261326
2024-04-23,AMZN,167.49,168.67,164.13,167.77,45088499
2024-04-23,META,337.77,342.21,330.38,338.12,15006258
2024-04-24,AAPL,163.47,166.26,160.18,163.46,7597947
2024-04-24,GOOGL,158.82,160.43,155.62,158.89,48193826
2024-04-24,MSFT,388.45,394.54,381.79,388.27,24302495
2024-04-24,AMZN,167.91,171.06,166.04,167.88,12726225
2024-04-24,META,335.76,340.21,333.21,335.76,33413851
2024-04-25,AAPL,165.21,166.4,163.06,165.19,10274175
2024-04-25,GOOGL,156.55,157.88,154.9,156.65,14281345
2024-04-25,MSFT,387.3,396.35,379.37,387.47,27851227
2024-04-25,AMZN,168.11,169.06,166.62,168.16,8107065
2024-04-25,META,338.43,343.95,334.25,338.46,35988423
2024-04-26,AAPL,167.0,168.03,165.4,167.16,29104546
2024-04-26,GOOGL,154.5,157.6,153.04,154.29,26829259
2024-04-26,MSFT,378.59,386.73,372.79,378.84,13254898
2024-04-26,AMZN,171.37,175.01,168.45,171.13,8406487
2024-04-26,META,340.05,347.37,337.83,340.2,14156273
2024-04-29,AAPL,164.79,168.8,162.24,165.08,29379243
2024-04-29,GOOGL,157.84,158.55,155.65,157.55,8334744
2024-04-29,MSFT,379.3,387.49,373.29,379.49,49873205
2024-04-29,AMZN,173.91,175.86,170.29,173.87,20773424
2024-04-29,META,340.38,342.72,334.55,340.55,25890733
2024-04-30,AAPL,170.95,173.9,168.95,170.8,5376365
2024-04-30,GOOGL,161.06,164.18,158.77,161.24,5239106
2024-04-30,MSFT,378.55,385.82,372.78,378.09,7990849
2024-04-30,AMZN,176.32,179.07,174.48,176.13,38828614
2024-04-30,META,344.36,349.22,336.31,343.94,35202086
2024-05-01,AAPL,174.68,178.06,170.83,174.6,13773883
2024-05-01,GOOGL,159.46,162.39,158.12,159.21,39142189
2024-05-01,MSFT,382.1,388.86,379.19,381.95,31046303
2024-05-01,AMZN,178.68,180.04,175.82,178.59,37237870
2024-05-01,META,334.4,337.74,328.44,334.71,15867528
2024-05-02,AAPL,171.12,173.63,170.15,171.32,27817684
2024-05-02,GOOGL,154.74,155.94,153.21,154.93,22225944
2024-05-02,MSFT,380.92,387.35,376.98,380.43,17237571
2024-05-02,AMZN,180.4,182.11,179.14,180.26,33636842
2024-05-02,META,342.36,346.16,335.34,342.6,36258843
2024-05-03,AAPL,171.34,174.43,168.15,171.53,34788602
