tenant_id,tier_id,quota_bucket,request_count,tokens_consumed,total_cost,request_limit,token_limit,request_pct,token_pct,quota_used_pct,status,violation_count,overage_requests,overage_tokens
T0034,STARTER,2025-01-03,32,21025,308634.5,5000,50000,0.64,42.05,42.05,NORMAL,0,0,0
T0035,STARTER,2025-01-01,33,13421,126898.9,5000,50000,0.66,26.84,26.84,NORMAL,0,0,0
T0035,STARTER,2025-01-02,49,40785,520818.4,5000,50000,0.98,81.57,81.57,WARNING,0,0,0
T0035,STARTER,2025-01-03,35,32425,465279.2,5000,50000,0.7,64.85,64.85,NORMAL,0,0,0
T0036,STARTER,2025-01-01,43,12804,150298.1,5000,50000,0.86,25.61,25.61,NORMAL,0,0,0
T0036,STARTER,2025-01-02,36,40467,468009.9,5000,50000,0.72,80.93,80.93,WARNING,0,0,0
T0036,STARTER,2025-01-03,34,22515,288115.1,5000,50000,0.68,45.03,45.03,NORMAL,0,0,0
T0037,STARTER,2025-01-01,41,50162,858319.2,5000,50000,0.82,100.32,100.32,OVERAGE,1,0,162
T0037,STARTER,2025-01-02,40,17060,137842.5,5000,50000,0.8,34.12,34.12,NORMAL,0,0,0
T0037,STARTER,2025-01-03,46,16825,164438.4,5000,50000,0.92,33.65,33.65,NORMAL,0,0,0
T0038,STARTER,2025-01-01,44,27857,407901.5,5000,50000,0.88,55.71,55.71,NORMAL,0,0,0
T0038,STARTER,2025-01-02,48,17489,136765.5,5000,50000,0.96,34.98,34.98,NORMAL,0,0,0
T0038,STARTER,2025-01-03,39,10771,76716.1,5000,50000,0.78,21.54,21.54,NORMAL,0,0,0
T0039,STARTER,2025-01-01,36,27969,454197.3,5000,50000,0.72,55.94,55.94,NORMAL,0,0,0
T0039,STARTER,2025-01-02,49,30755,331501.6,5000,50000,0.98,61.51,61.51,NORMAL,0,0,0
T0039,STARTER,2025-01-03,36,34233,506048.7,5000,50000,0.72,68.47,68.47,NORMAL,0,0,0
T0040,STARTER,2025-01-01,39,16452,144412.4,5000,50000,0.78,32.9,32.9,NORMAL,0,0,0
T0040,STARTER,2025-01-02,42,22402,366691.5,5000,50000,0.84,44.8,44.8,NORMAL,0,0,0
T0040,STARTER,2025-01-03,40,21343,197339.6,5000,50000,0.8,42.69,42.69,NORMAL,0,0,0
T0041,PROFESSIONAL,2025-01-01,31,25982,304421.4,25000,250000,0.12,10.39,10.39,NORMAL,0,0,0
T0041,PROFESSIONAL,2025-01-02,38,18969,231835.4,25000,250000,0.15,7.59,7.59,NORMAL,0,0,0
T0041,PROFESSIONAL,2025-01-03,33,28276,377837.3,25000,250000,0.13,11.31,11.31,NORMAL,0,0,0
T0042,PROFESSIONAL,2025-01-01,36,24322,357189.7,25000,250000,0.14,9.73,9.73,NORMAL,0,0,0
T0042,PROFESSIONAL,2025-01-02,42,45984,583808.2,25000,250000,0.17,18.39,18.39,NORMAL,0,0,0
T0042,PROFESSIONAL,2025-01-03,46,42517,504977.7,25000,250000,0.18,17.01,17.01,NORMAL,0,0,0
T0043,PROFESSIONAL,2025-01-01,45,17791,138854.6,25000,250000,0.18,7.12,7.12,NORMAL,0,0,0
T0043,PROFESSIONAL,2025-01-02,41,63651,1062464.6,25000,250000,0.16,25.46,25.46,NORMAL,0,0,0
T0043,PROFESSIONAL,2025-01-03,30,47619,808499.3,25000,250000,0.12,19.05,19.05,NORMAL,0,0,0
T0044,PROFESSIONAL,2025-01-01,54,45861,688887.4,25000,250000,0.22,18.34,18.34,NORMAL,0,0,0
T0044,PROFESSIONAL,2025-01-02,52,35424,340549.0,25000,250000,0.21,14.17,14.17,NORMAL,0,0,0
T0044,PROFESSIONAL,2025-01-03,39,16824,188400.4,25000,250000,0.16,6.73,6.73,NORMAL,0,0,0
T0045,PROFESSIONAL,2025-01-01,42,24384,220738.3,25000,250000,0.17,9.75,9.75,NORMAL,0,0,0
T0045,PROFESSIONAL,2025-01-02,37,11284,115164.3,25000,250000,0.15,4.51,4.51,NORMAL,0,0,0
T0045,PROFESSIONAL,2025-01-03,39,40151,613288.1,25000,250000,0.16,16.06,16.06,NORMAL,0,0,0
T0046,PROFESSIONAL,2025-01-01,46,17924,264678.4,25000,250000,0.18,7.17,7.17,NORMAL,0,0,0
T0046,PROFESSIONAL,2025-01-02,38,23480,332646.4,25000,250000,0.15,9.39,9.39,NORMAL,0,0,0
T0046,PROFESSIONAL,2025-01-03,27,13119,132872.1,25000,250000,0.11,5.25,5.25,NORMAL,0,0,0
T0047,PROFESSIONAL,2025-01-01,30,38147,652280.7,25000,250000,0.12,15.26,15.26,NORMAL,0,0,0
T0047,PROFESSIONAL,2025-01-02,40,16197,114894.2,25000,250000,0.16,6.48,6.48,NORMAL,0,0,0
T0047,PROFESSIONAL,2025-01-03,48,41619,480897.3,25000,250000,0.19,16.65,16.65,NORMAL,0,0,0
T0048,PROFESSIONAL,2025-01-01,35,12780,103712.3,25000,250000,0.14,5.11,5.11,NORMAL,0,0,0
T0048,PROFESSIONAL,2025-01-02,41,21579,233926.1,25000,250000,0.16,8.63,8.63,NORMAL,0,0,0
T0048,PROFESSIONAL,2025-01-03,47,15274,116632.5,25000,250000,0.19,6.11,6.11,NORMAL,0,0,0
T0049,PROFESSIONAL,2025-01-01,35,26707,378765.1,25000,250000,0.14,10.68,10.68,NORMAL,0,0,0
T0049,PROFESSIONAL,2025-01-02,46,42232,675085.4,25000,250000,0.18,16.89,16.89,NORMAL,0,0,0
T0049,PROFESSIONAL,2025-01-03,40,88263,1396673.7,25000,250000,0.16,35.31,35.31,NORMAL,0,0,0
T0050,PROFESSIONAL,2025-01-01,46,20220,198356.1,25000,250000,0.18,8.09,8.09,NORMAL,0,0,0
T0050,PROFESSIONAL,2025-01-02,41,7501,41827.0,25000,250000,0.16,3.0,3.0,NORMAL,0,0,0
T0050,PROFESSIONAL,2025-01-03,38,27458,389128.5,25000,250000,0.15,10.98,10.98,NORMAL,0,0,0
T0051,BUSINESS,2025-01-01,39,76969,1343413.0,100000,1000000,0.04,7.7,7.7,NORMAL,0,0,0
T0051,BUSINESS,2025-01-02,38,29688,381729.0,100000,1000000,0.04,2.97,2.97,NORMAL,0,0,0
T0051,BUSINESS,2025-01-03,42,26737,301288.1,100000,1000000,0.04,2.67,2.67,NORMAL,0,0,0
T0052,BUSINESS,2025-01-01,35,19838,241461.9,100000,1000000,0.03,1.98,1.98,NORMAL,0,0,0
T0052,BUSINESS,2025-01-02,45,31168,355670.5,100000,1000000,0.04,3.12,3.12,NORMAL,0,0,0
T0052,BUSINESS,2025-01-03,46,32990,476454.8,100000,1000000,0.05,3.3,3.3,NORMAL,0,0,0
T0053,BUSINESS,2025-01-01,43,43765,661152.9,100000,1000000,0.04,4.38,4.38,NORMAL,0,0,0
T0053,BUSINESS,2025-01-02,225,349884,5482225.8,100000,1000000,0.22,34.99,34.99,NORMAL,0,0,0
T0053,BUSINESS,2025-01-03,39,10323,77498.2,100000,1000000,0.04,1.03,1.03,NORMAL,0,0,0
T0054,BUSINESS,2025-01-01,52,22239,168987.0,100000,1000000,0.05,2.22,2.22,NORMAL,0,0,0
T0054,BUSINESS,2025-01-02,229,206232,2977480.3,100000,1000000,0.23,20.62,20.62,NORMAL,0,0,0
T0054,BUSINESS,2025-01-03,52,20610,171916.2,100000,1000000,0.05,2.06,2.06,NORMAL,0,0,0
T0055,BUSINESS,2025-01-01,41,31601,388255.0,100000,1000000,0.04,3.16,3.16,NORMAL,0,0,0
T0055,BUSINESS,2025-01-02,26,89044,1697456.0,100000,1000000,0.03,8.9,8.9,NORMAL,0,0,0
T0055,BUSINESS,2025-01-03,36,27992,417200.0,100000,1000000,0.04,2.8,2.8,NORMAL,0,0,0
T0056,BUSINESS,2025-01-01,30,8336,57713.1,100000,1000000,0.03,0.83,0.83,NORMAL,0,0,0
T0056,BUSINESS,2025-01-02,42,45979,686737.3,100000,1000000,0.04,4.6,4.6,NORMAL,0,0,0
T0056,BUSINESS,2025-01-03,42,27119,291919.3,100000,1000000,0.04,2.71,2.71,NORMAL,0,0,0
T0057,ENTERPRISE,2025-01-01,38,41913,637601.2,500000,5000000,0.01,0.84,0.84,NORMAL,0,0,0
T0057,ENTERPRISE,2025-01-02,41,67551,1191641.7,500000,5000000,0.01,1.35,1.35,NORMAL,0,0,0
T0057,ENTERPRISE,2025-01-03,29,21159,253293.2,500000,5000000,0.01,0.42,0.42,NORMAL,0,0,0
T0058,ENTERPRISE,2025-01-01,38,78329,1213632.2,500000,5000000,0.01,1.57,1.57,NORMAL,0,0,0
T0058,ENTERPRISE,2025-01-02,230,221065,3382882.0,500000,5000000,0.05,4.42,4.42,NORMAL,0,0,0
T0058,ENTERPRISE,2025-01-03,32,74914,1260818.0,500000,5000000,0.01,1.5,1.5,NORMAL,0,0,0
T0059,ENTERPRISE,2025-01-01,30,74126,1278286.1,500000,5000000,0.01,1.48,1.48,NORMAL,0,0,0
T0059,ENTERPRISE,2025-01-02,30,63229,1024226.2,500000,5000000,0.01,1.26,1.26,NORMAL,0,0,0
T0059,ENTERPRISE,2025-01-03,37,16594,159443.7,500000,5000000,0.01,0.33,0.33,NORMAL,0,0,0
T0060,ENTERPRISE,2025-01-01,30,25522,387743.0,500000,5000000,0.01,0.51,0.51,NORMAL,0,0,0
T0060,ENTERPRISE,2025-01-02,37,78725,1258904.1,500000,5000000,0.01,1.57,1.57,NORMAL,0,0,0
T0060,ENTERPRISE,2025-01-03,40,36555,443611.7,500000,5000000,0.01,0.73,0.73,NORMAL,0,0,0
