station_id,reading_date,parameter,measured_value,threshold_type,threshold_value,pdi_value
WQ-003,2024-05-19,lead_ppb,15.3,VIOLATION,15.0,0.515
WQ-003,2024-05-24,lead_ppb,19.19,VIOLATION,15.0,0.7095
WQ-003,2024-05-27,coliform_count,26.0,VIOLATION,20.0,0.6
WQ-003,2024-05-28,lead_ppb,20.65,VIOLATION,15.0,0.7825
WQ-003,2024-06-09,lead_ppb,16.39,VIOLATION,15.0,0.5695
WQ-003,2024-06-12,coliform_count,23.0,VIOLATION,20.0,0.55
WQ-003,2024-06-17,lead_ppb,15.44,VIOLATION,15.0,0.522
WQ-003,2024-06-23,lead_ppb,18.0,VIOLATION,15.0,0.65
WQ-003,2024-06-24,lead_ppb,16.65,VIOLATION,15.0,0.5825
WQ-003,2024-06-25,lead_ppb,15.17,VIOLATION,15.0,0.5085
WQ-003,2024-06-28,lead_ppb,17.42,VIOLATION,15.0,0.621
WQ-003,2024-06-28,coliform_count,22.0,VIOLATION,20.0,0.533333
WQ-005,2024-01-05,turbidity_ntu,2.56,VIOLATION,2.0,0.64
WQ-005,2024-01-10,turbidity_ntu,2.51,VIOLATION,2.0,0.6275
WQ-005,2024-02-16,turbidity_ntu,2.02,VIOLATION,2.0,0.505
WQ-005,2024-03-13,turbidity_ntu,2.41,VIOLATION,2.0,0.6025
WQ-005,2024-04-01,turbidity_ntu,9.64,CRITICAL,4.0,1.0
WQ-005,2024-04-02,turbidity_ntu,11.25,CRITICAL,4.0,1.0
WQ-005,2024-04-03,turbidity_ntu,13.7,CRITICAL,4.0,1.0
WQ-005,2024-04-04,turbidity_ntu,6.37,CRITICAL,4.0,1.0
WQ-005,2024-04-07,turbidity_ntu,13.54,CRITICAL,4.0,1.0
WQ-005,2024-04-09,turbidity_ntu,11.24,CRITICAL,4.0,1.0
WQ-005,2024-04-10,turbidity_ntu,15.54,CRITICAL,4.0,1.0
WQ-005,2024-04-11,turbidity_ntu,17.19,CRITICAL,4.0,1.0
WQ-005,2024-04-12,coliform_count,6.0,VIOLATION,5.0,0.6
WQ-005,2024-04-13,turbidity_ntu,13.48,CRITICAL,4.0,1.0
WQ-005,2024-04-14,turbidity_ntu,9.6,CRITICAL,4.0,1.0
WQ-005,2024-04-15,turbidity_ntu,10.36,CRITICAL,4.0,1.0
WQ-005,2024-04-18,turbidity_ntu,15.95,CRITICAL,4.0,1.0
WQ-005,2024-04-19,turbidity_ntu,11.95,CRITICAL,4.0,1.0
WQ-005,2024-04-20,turbidity_ntu,13.47,CRITICAL,4.0,1.0
WQ-005,2024-04-21,turbidity_ntu,14.0,CRITICAL,4.0,1.0
WQ-005,2024-04-22,turbidity_ntu,9.97,CRITICAL,4.0,1.0
WQ-005,2024-04-23,turbidity_ntu,11.85,CRITICAL,4.0,1.0
WQ-005,2024-04-24,turbidity_ntu,7.38,CRITICAL,4.0,1.0
WQ-005,2024-04-25,turbidity_ntu,10.92,CRITICAL,4.0,1.0
WQ-005,2024-04-26,turbidity_ntu,7.47,CRITICAL,4.0,1.0
WQ-005,2024-04-27,turbidity_ntu,7.47,CRITICAL,4.0,1.0
WQ-005,2024-04-29,turbidity_ntu,9.58,CRITICAL,4.0,1.0
WQ-005,2024-04-30,turbidity_ntu,9.58,CRITICAL,4.0,1.0
WQ-005,2024-05-03,turbidity_ntu,13.65,CRITICAL,4.0,1.0
WQ-005,2024-05-06,turbidity_ntu,10.11,CRITICAL,4.0,1.0
WQ-005,2024-05-08,turbidity_ntu,9.13,CRITICAL,4.0,1.0
WQ-005,2024-05-09,turbidity_ntu,14.46,CRITICAL,4.0,1.0
WQ-005,2024-05-10,turbidity_ntu,12.32,CRITICAL,4.0,1.0
WQ-005,2024-05-12,turbidity_ntu,2.17,VIOLATION,2.0,0.5425
WQ-005,2024-05-15,turbidity_ntu,6.96,CRITICAL,4.0,1.0
WQ-005,2024-05-20,turbidity_ntu,9.0,CRITICAL,4.0,1.0
WQ-005,2024-05-21,turbidity_ntu,13.44,CRITICAL,4.0,1.0
WQ-005,2024-05-22,turbidity_ntu,12.42,CRITICAL,4.0,1.0
WQ-005,2024-05-25,turbidity_ntu,13.4,CRITICAL,4.0,1.0
WQ-005,2024-05-27,turbidity_ntu,7.55,CRITICAL,4.0,1.0
WQ-005,2024-05-28,turbidity_ntu,16.6,CRITICAL,4.0,1.0
WQ-005,2024-05-29,turbidity_ntu,14.93,CRITICAL,4.0,1.0
WQ-005,2024-05-31,turbidity_ntu,15.79,CRITICAL,4.0,1.0
WQ-005,2024-06-01,turbidity_ntu,12.66,CRITICAL,4.0,1.0
WQ-005,2024-06-02,turbidity_ntu,10.33,CRITICAL,4.0,1.0
WQ-005,2024-06-02,lead_ppb,10.07,VIOLATION,10.0,0.507
WQ-005,2024-06-03,turbidity_ntu,11.06,CRITICAL,4.0,1.0
WQ-005,2024-06-04,turbidity_ntu,11.34,CRITICAL,4.0,1.0
WQ-005,2024-06-05,turbidity_ntu,7.34,CRITICAL,4.0,1.0
WQ-005,2024-06-07,turbidity_ntu,7.49,CRITICAL,4.0,1.0
WQ-005,2024-06-08,turbidity_ntu,14.59,CRITICAL,4.0,1.0
WQ-005,2024-06-09,turbidity_ntu,14.59,CRITICAL,4.0,1.0
WQ-005,2024-06-11,turbidity_ntu,13.31,CRITICAL,4.0,1.0
WQ-005,2024-06-12,turbidity_ntu,6.22,CRITICAL,4.0,1.0
WQ-005,2024-06-13,turbidity_ntu,13.26,CRITICAL,4.0,1.0
WQ-005,2024-06-14,turbidity_ntu,12.3,CRITICAL,4.0,1.0
WQ-005,2024-06-15,turbidity_ntu,13.88,CRITICAL,4.0,1.0
WQ-005,2024-06-16,turbidity_ntu,10.47,CRITICAL,4.0,1.0
WQ-005,2024-06-18,turbidity_ntu,15.48,CRITICAL,4.0,1.0
WQ-005,2024-06-19,turbidity_ntu,14.05,CRITICAL,4.0,1.0
WQ-005,2024-06-25,turbidity_ntu,14.74,CRITICAL,4.0,1.0
WQ-005,2024-06-27,turbidity_ntu,13.29,CRITICAL,4.0,1.0
WQ-005,2024-06-28,turbidity_ntu,14.03,CRITICAL,4.0,1.0
WQ-006,2024-04-11,lead_ppb,13.37,VIOLATION,12.0,0.614167
WQ-006,2024-06-13,turbidity_ntu,5.32,VIOLATION,4.0,0.83
WQ-007,2024-01-01,turbidity_ntu,2.26,VIOLATION,2.0,0.565
WQ-007,2024-01-16,coliform_count,6.0,VIOLATION,5.0,0.6
WQ-007,2024-01-20,turbidity_ntu,2.17,VIOLATION,2.0,0.5425
WQ-007,2024-02-02,turbidity_ntu,3.77,VIOLATION,2.0,0.9425
WQ-007,2024-02-02,chlorine_mg_l,4.28,CRITICAL,4.0,1.0
WQ-007,2024-02-04,ph,8.65,CRITICAL,8.5,1.0
WQ-007,2024-02-04,turbidity_ntu,6.13,CRITICAL,4.0,1.0
WQ-007,2024-02-04,chlorine_mg_l,3.59,VIOLATION,3.0,0.795
WQ-007,2024-02-05,ph,8.4,VIOLATION,8.0,0.9
WQ-007,2024-02-05,turbidity_ntu,5.88,CRITICAL,4.0,1.0
WQ-007,2024-02-05,chlorine_mg_l,3.35,VIOLATION,3.0,0.675
WQ-007,2024-02-07,ph,9.3,CRITICAL,8.5,1.0
WQ-007,2024-02-07,turbidity_ntu,5.6,CRITICAL,4.0,1.0
WQ-007,2024-02-08,ph,8.27,VIOLATION,8.0,0.77
WQ-007,2024-02-08,turbidity_ntu,2.22,VIOLATION,2.0,0.555
WQ-007,2024-02-08,chlorine_mg_l,4.01,CRITICAL,4.0,1.0
WQ-007,2024-02-10,ph,8.72,CRITICAL,8.5,1.0
WQ-007,2024-02-10,turbidity_ntu,6.07,CRITICAL,4.0,1.0
WQ-007,2024-02-10,chlorine_mg_l,3.85,VIOLATION,3.0,0.925
WQ-007,2024-02-11,ph,8.93,CRITICAL,8.5,1.0
WQ-007,2024-02-11,turbidity_ntu,5.9,CRITICAL,4.0,1.0
WQ-007,2024-02-11,chlorine_mg_l,4.32,CRITICAL,4.0,1.0
WQ-007,2024-02-14,ph,8.9,CRITICAL,8.5,1.0
WQ-007,2024-02-14,turbidity_ntu,4.9,CRITICAL,4.0,1.0
WQ-007,2024-02-14,chlorine_mg_l,3.39,VIOLATION,3.0,0.695
WQ-007,2024-02-15,ph,9.11,CRITICAL,8.5,1.0
WQ-007,2024-02-15,turbidity_ntu,3.99,VIOLATION,2.0,0.9975
WQ-007,2024-02-15,chlorine_mg_l,4.24,CRITICAL,4.0,1.0
WQ-007,2024-02-16,ph,8.62,CRITICAL,8.5,1.0
WQ-007,2024-02-16,turbidity_ntu,5.18,CRITICAL,4.0,1.0
WQ-007,2024-02-16,chlorine_mg_l,3.84,VIOLATION,3.0,0.92
WQ-007,2024-02-17,ph,8.41,VIOLATION,8.0,0.91
WQ-007,2024-02-17,turbidity_ntu,4.66,CRITICAL,4.0,1.0
WQ-007,2024-02-17,chlorine_mg_l,3.97,VIOLATION,3.0,0.985
WQ-007,2024-02-17,coliform_count,8.0,VIOLATION,5.0,0.8
WQ-007,2024-02-18,ph,9.97,CRITICAL,8.5,1.0
WQ-007,2024-02-18,turbidity_ntu,6.42,CRITICAL,4.0,1.0
WQ-007,2024-02-18,chlorine_mg_l,3.34,VIOLATION,3.0,0.67
WQ-007,2024-02-19,ph,8.56,CRITICAL,8.5,1.0
WQ-007,2024-02-19,turbidity_ntu,7.25,CRITICAL,4.0,1.0
WQ-007,2024-02-19,chlorine_mg_l,3.66,VIOLATION,3.0,0.83
WQ-007,2024-02-20,ph,9.38,CRITICAL,8.5,1.0
WQ-007,2024-02-20,turbidity_ntu,5.29,CRITICAL,4.0,1.0
WQ-007,2024-02-20,chlorine_mg_l,3.66,VIOLATION,3.0,0.83
WQ-007,2024-02-21,ph,8.32,VIOLATION,8.0,0.82
WQ-007,2024-02-21,turbidity_ntu,5.76,CRITICAL,4.0,1.0
WQ-007,2024-02-21,chlorine_mg_l,3.78,VIOLATION,3.0,0.89
WQ-007,2024-02-22,ph,8.64,CRITICAL,8.5,1.0
WQ-007,2024-02-22,turbidity_ntu,4.19,CRITICAL,4.0,1.0
WQ-007,2024-02-22,chlorine_mg_l,3.76,VIOLATION,3.0,0.88
WQ-007,2024-02-25,ph,8.31,VIOLATION,8.0,0.81
WQ-007,2024-02-25,turbidity_ntu,4.26,CRITICAL,4.0,1.0
WQ-007,2024-02-25,chlorine_mg_l,3.53,VIOLATION,3.0,0.765
WQ-007,2024-02-26,ph,9.06,CRITICAL,8.5,1.0
WQ-007,2024-02-26,turbidity_ntu,5.14,CRITICAL,4.0,1.0
WQ-007,2024-02-26,chlorine_mg_l,3.55,VIOLATION,3.0,0.775
WQ-007,2024-02-27,ph,8.68,CRITICAL,8.5,1.0
WQ-007,2024-02-27,turbidity_ntu,6.44,CRITICAL,4.0,1.0
WQ-007,2024-02-27,chlorine_mg_l,3.31,VIOLATION,3.0,0.655
WQ-007,2024-02-29,ph,8.99,CRITICAL,8.5,1.0
WQ-007,2024-02-29,turbidity_ntu,6.66,CRITICAL,4.0,1.0
WQ-007,2024-02-29,chlorine_mg_l,4.13,CRITICAL,4.0,1.0
WQ-007,2024-03-01,ph,9.72,CRITICAL,8.5,1.0
WQ-007,2024-03-01,turbidity_ntu,6.0,CRITICAL,4.0,1.0
WQ-007,2024-03-01,chlorine_mg_l,4.21,CRITICAL,4.0,1.0
WQ-007,2024-03-03,ph,8.58,CRITICAL,8.5,1.0
WQ-007,2024-03-03,turbidity_ntu,6.22,CRITICAL,4.0,1.0
WQ-007,2024-03-04,ph,8.98,CRITICAL,8.5,1.0
WQ-007,2024-03-04,turbidity_ntu,6.36,CRITICAL,4.0,1.0
WQ-007,2024-03-04,chlorine_mg_l,3.61,VIOLATION,3.0,0.805
WQ-007,2024-03-05,ph,8.82,CRITICAL,8.5,1.0
WQ-007,2024-03-05,turbidity_ntu,4.77,CRITICAL,4.0,1.0
WQ-007,2024-03-05,chlorine_mg_l,4.95,CRITICAL,4.0,1.0
WQ-007,2024-03-06,ph,8.24,VIOLATION,8.0,0.74
WQ-007,2024-03-06,turbidity_ntu,5.65,CRITICAL,4.0,1.0
WQ-007,2024-03-06,chlorine_mg_l,3.71,VIOLATION,3.0,0.855
WQ-007,2024-03-07,ph,9.21,CRITICAL,8.5,1.0
WQ-007,2024-03-07,turbidity_ntu,5.48,CRITICAL,4.0,1.0
WQ-007,2024-03-07,chlorine_mg_l,4.0,VIOLATION,3.0,1.0
WQ-007,2024-03-08,ph,9.05,CRITICAL,8.5,1.0
WQ-007,2024-03-08,turbidity_ntu,6.33,CRITICAL,4.0,1.0
WQ-007,2024-03-08,chlorine_mg_l,3.94,VIOLATION,3.0,0.97
WQ-007,2024-03-09,ph,8.7,CRITICAL,8.5,1.0
WQ-007,2024-03-09,turbidity_ntu,6.68,CRITICAL,4.0,1.0
WQ-007,2024-03-09,chlorine_mg_l,4.49,CRITICAL,4.0,1.0
WQ-007,2024-03-11,ph,8.56,CRITICAL,8.5,1.0
WQ-007,2024-03-11,turbidity_ntu,3.34,VIOLATION,2.0,0.835
WQ-007,2024-03-11,chlorine_mg_l,4.18,CRITICAL,4.0,1.0
WQ-007,2024-03-12,ph,8.56,CRITICAL,8.5,1.0
WQ-007,2024-03-12,turbidity_ntu,7.69,CRITICAL,4.0,1.0
WQ-007,2024-03-12,chlorine_mg_l,4.01,CRITICAL,4.0,1.0
WQ-007,2024-03-13,ph,9.68,CRITICAL,8.5,1.0
WQ-007,2024-03-13,turbidity_ntu,4.32,CRITICAL,4.0,1.0
WQ-007,2024-03-13,chlorine_mg_l,4.13,CRITICAL,4.0,1.0
WQ-007,2024-03-14,ph,8.73,CRITICAL,8.5,1.0
WQ-007,2024-03-14,turbidity_ntu,8.89,CRITICAL,4.0,1.0
WQ-007,2024-03-16,ph,8.71,CRITICAL,8.5,1.0
WQ-007,2024-03-16,turbidity_ntu,6.17,CRITICAL,4.0,1.0
WQ-007,2024-03-16,chlorine_mg_l,3.01,VIOLATION,3.0,0.505
WQ-007,2024-03-17,ph,9.06,CRITICAL,8.5,1.0
WQ-007,2024-03-17,chlorine_mg_l,3.52,VIOLATION,3.0,0.76
WQ-007,2024-03-18,ph,8.68,CRITICAL,8.5,1.0
WQ-007,2024-03-18,turbidity_ntu,2.72,VIOLATION,2.0,0.68
WQ-007,2024-03-18,chlorine_mg_l,3.82,VIOLATION,3.0,0.91
WQ-007,2024-03-19,ph,8.58,CRITICAL,8.5,1.0
WQ-007,2024-03-19,turbidity_ntu,2.78,VIOLATION,2.0,0.695
WQ-007,2024-03-20,ph,9.29,CRITICAL,8.5,1.0
WQ-007,2024-03-20,turbidity_ntu,5.22,CRITICAL,4.0,1.0
WQ-007,2024-03-20,chlorine_mg_l,3.39,VIOLATION,3.0,0.695
WQ-007,2024-03-21,ph,8.51,CRITICAL,8.5,1.0
WQ-007,2024-03-21,turbidity_ntu,4.99,CRITICAL,4.0,1.0
WQ-007,2024-03-21,chlorine_mg_l,3.73,VIOLATION,3.0,0.865
WQ-007,2024-03-22,ph,9.42,CRITICAL,8.5,1.0
WQ-007,2024-03-22,turbidity_ntu,7.37,CRITICAL,4.0,1.0
WQ-007,2024-03-22,chlorine_mg_l,4.24,CRITICAL,4.0,1.0
WQ-007,2024-03-23,ph,8.43,VIOLATION,8.0,0.93
WQ-007,2024-03-23,turbidity_ntu,6.21,CRITICAL,4.0,1.0
WQ-007,2024-03-23,chlorine_mg_l,4.59,CRITICAL,4.0,1.0
WQ-007,2024-03-24,ph,9.23,CRITICAL,8.5,1.0
WQ-007,2024-03-24,turbidity_ntu,4.58,CRITICAL,4.0,1.0
WQ-007,2024-03-25,ph,8.48,VIOLATION,8.0,0.98
WQ-007,2024-03-25,turbidity_ntu,5.76,CRITICAL,4.0,1.0
WQ-007,2024-03-25,chlorine_mg_l,3.44,VIOLATION,3.0,0.72
WQ-007,2024-03-26,ph,8.24,VIOLATION,8.0,0.74
WQ-007,2024-03-26,turbidity_ntu,4.58,CRITICAL,4.0,1.0
WQ-007,2024-03-26,chlorine_mg_l,3.61,VIOLATION,3.0,0.805
WQ-007,2024-03-27,ph,8.53,CRITICAL,8.5,1.0
WQ-007,2024-03-27,turbidity_ntu,4.11,CRITICAL,4.0,1.0
WQ-007,2024-03-27,chlorine_mg_l,3.16,VIOLATION,3.0,0.58
WQ-007,2024-03-28,ph,8.66,CRITICAL,8.5,1.0
WQ-007,2024-03-28,turbidity_ntu,4.05,CRITICAL,4.0,1.0
WQ-007,2024-03-28,chlorine_mg_l,3.37,VIOLATION,3.0,0.685
WQ-007,2024-03-29,ph,8.77,CRITICAL,8.5,1.0
WQ-007,2024-03-29,turbidity_ntu,7.21,CRITICAL,4.0,1.0
WQ-007,2024-03-29,chlorine_mg_l,3.89,VIOLATION,3.0,0.945
WQ-007,2024-04-01,ph,8.13,VIOLATION,8.0,0.63
WQ-007,2024-04-01,turbidity_ntu,3.67,VIOLATION,2.0,0.9175
WQ-007,2024-04-01,chlorine_mg_l,3.37,VIOLATION,3.0,0.685
WQ-007,2024-04-01,lead_ppb,10.82,VIOLATION,10.0,0.582
WQ-007,2024-04-03,ph,8.38,VIOLATION,8.0,0.88
WQ-007,2024-04-03,turbidity_ntu,5.5,CRITICAL,4.0,1.0
WQ-007,2024-04-03,chlorine_mg_l,3.53,VIOLATION,3.0,0.765
WQ-007,2024-04-04,ph,9.61,CRITICAL,8.5,1.0
WQ-007,2024-04-04,turbidity_ntu,2.96,VIOLATION,2.0,0.74
WQ-007,2024-04-04,chlorine_mg_l,4.65,CRITICAL,4.0,1.0
WQ-007,2024-04-04,coliform_count,7.0,VIOLATION,5.0,0.7
WQ-007,2024-04-05,ph,9.14,CRITICAL,8.5,1.0
WQ-007,2024-04-05,turbidity_ntu,4.4,CRITICAL,4.0,1.0
WQ-007,2024-04-06,ph,9.22,CRITICAL,8.5,1.0
WQ-007,2024-04-06,turbidity_ntu,5.47,CRITICAL,4.0,1.0
WQ-007,2024-04-06,chlorine_mg_l,3.46,VIOLATION,3.0,0.73
WQ-007,2024-04-07,ph,9.12,CRITICAL,8.5,1.0
WQ-007,2024-04-07,turbidity_ntu,3.46,VIOLATION,2.0,0.865
WQ-007,2024-04-07,chlorine_mg_l,4.11,CRITICAL,4.0,1.0
WQ-007,2024-04-09,ph,9.15,CRITICAL,8.5,1.0
WQ-007,2024-04-09,turbidity_ntu,4.7,CRITICAL,4.0,1.0
WQ-007,2024-04-09,chlorine_mg_l,4.08,CRITICAL,4.0,1.0
WQ-007,2024-04-10,ph,8.89,CRITICAL,8.5,1.0
WQ-007,2024-04-10,turbidity_ntu,3.31,VIOLATION,2.0,0.8275
WQ-007,2024-04-11,ph,9.35,CRITICAL,8.5,1.0
WQ-007,2024-04-11,chlorine_mg_l,3.57,VIOLATION,3.0,0.785
WQ-007,2024-04-12,ph,8.88,CRITICAL,8.5,1.0
WQ-007,2024-04-12,chlorine_mg_l,4.01,CRITICAL,4.0,1.0
WQ-007,2024-04-13,ph,8.17,VIOLATION,8.0,0.67
WQ-007,2024-04-13,turbidity_ntu,5.57,CRITICAL,4.0,1.0
WQ-007,2024-04-13,chlorine_mg_l,4.27,CRITICAL,4.0,1.0
WQ-007,2024-04-14,ph,8.81,CRITICAL,8.5,1.0
WQ-007,2024-04-14,turbidity_ntu,8.85,CRITICAL,4.0,1.0
WQ-007,2024-04-14,chlorine_mg_l,3.7,VIOLATION,3.0,0.85
WQ-007,2024-04-15,ph,9.45,CRITICAL,8.5,1.0
WQ-007,2024-04-15,turbidity_ntu,3.11,VIOLATION,2.0,0.7775
WQ-007,2024-04-15,chlorine_mg_l,3.71,VIOLATION,3.0,0.855
WQ-007,2024-04-16,ph,8.5,VIOLATION,8.0,1.0
WQ-007,2024-04-16,turbidity_ntu,4.66,CRITICAL,4.0,1.0
WQ-007,2024-04-16,chlorine_mg_l,4.58,CRITICAL,4.0,1.0
WQ-007,2024-04-18,ph,8.77,CRITICAL,8.5,1.0
WQ-007,2024-04-18,turbidity_ntu,5.25,CRITICAL,4.0,1.0
WQ-007,2024-04-18,chlorine_mg_l,3.5,VIOLATION,3.0,0.75
WQ-007,2024-04-19,ph,8.77,CRITICAL,8.5,1.0
WQ-007,2024-04-19,turbidity_ntu,2.99,VIOLATION,2.0,0.7475
WQ-007,2024-04-19,chlorine_mg_l,3.37,VIOLATION,3.0,0.685
WQ-007,2024-04-20,ph,9.33,CRITICAL,8.5,1.0
WQ-007,2024-04-20,turbidity_ntu,6.35,CRITICAL,4.0,1.0
WQ-007,2024-04-20,chlorine_mg_l,3.29,VIOLATION,3.0,0.645
WQ-007,2024-04-22,ph,8.83,CRITICAL,8.5,1.0
WQ-007,2024-04-22,turbidity_ntu,4.74,CRITICAL,4.0,1.0
WQ-007,2024-04-22,chlorine_mg_l,4.53,CRITICAL,4.0,1.0
WQ-007,2024-04-23,ph,8.25,VIOLATION,8.0,0.75
WQ-007,2024-04-23,turbidity_ntu,3.29,VIOLATION,2.0,0.8225
WQ-007,2024-04-23,chlorine_mg_l,3.88,VIOLATION,3.0,0.94
WQ-007,2024-04-24,ph,8.68,CRITICAL,8.5,1.0
WQ-007,2024-04-24,turbidity_ntu,6.5,CRITICAL,4.0,1.0
WQ-007,2024-04-24,chlorine_mg_l,4.06,CRITICAL,4.0,1.0
WQ-007,2024-04-25,ph,8.74,CRITICAL,8.5,1.0
WQ-007,2024-04-25,turbidity_ntu,5.21,CRITICAL,4.0,1.0
WQ-007,2024-04-25,chlorine_mg_l,4.41,CRITICAL,4.0,1.0
WQ-007,2024-04-26,ph,9.2,CRITICAL,8.5,1.0
WQ-007,2024-04-26,turbidity_ntu,2.07,VIOLATION,2.0,0.5175
WQ-007,2024-04-26,chlorine_mg_l,3.09,VIOLATION,3.0,0.545
WQ-007,2024-04-29,ph,8.76,CRITICAL,8.5,1.0
WQ-007,2024-04-29,turbidity_ntu,2.51,VIOLATION,2.0,0.6275
WQ-007,2024-04-29,chlorine_mg_l,4.23,CRITICAL,4.0,1.0
WQ-007,2024-04-30,ph,8.75,CRITICAL,8.5,1.0
WQ-007,2024-04-30,turbidity_ntu,5.27,CRITICAL,4.0,1.0
WQ-007,2024-04-30,chlorine_mg_l,3.14,VIOLATION,3.0,0.57
WQ-007,2024-04-30,coliform_count,6.0,VIOLATION,5.0,0.6
WQ-007,2024-05-01,ph,8.91,CRITICAL,8.5,1.0
WQ-007,2024-05-01,turbidity_ntu,4.86,CRITICAL,4.0,1.0
WQ-007,2024-05-01,chlorine_mg_l,4.42,CRITICAL,4.0,1.0
WQ-007,2024-05-03,ph,8.52,CRITICAL,8.5,1.0
WQ-007,2024-05-03,turbidity_ntu,4.2,CRITICAL,4.0,1.0
WQ-007,2024-05-03,chlorine_mg_l,4.52,CRITICAL,4.0,1.0
WQ-007,2024-05-04,ph,9.16,CRITICAL,8.5,1.0
WQ-007,2024-05-04,turbidity_ntu,5.87,CRITICAL,4.0,1.0
WQ-007,2024-05-04,chlorine_mg_l,3.8,VIOLATION,3.0,0.9
WQ-007,2024-05-05,ph,9.62,CRITICAL,8.5,1.0
WQ-007,2024-05-05,turbidity_ntu,3.32,VIOLATION,2.0,0.83
WQ-007,2024-05-05,chlorine_mg_l,4.54,CRITICAL,4.0,1.0
WQ-007,2024-05-06,ph,8.08,VIOLATION,8.0,0.58
WQ-007,2024-05-06,turbidity_ntu,3.63,VIOLATION,2.0,0.9075
WQ-007,2024-05-06,chlorine_mg_l,3.41,VIOLATION,3.0,0.705
WQ-007,2024-05-07,turbidity_ntu,4.51,CRITICAL,4.0,1.0
WQ-007,2024-05-07,chlorine_mg_l,3.44,VIOLATION,3.0,0.72
WQ-007,2024-05-08,ph,9.01,CRITICAL,8.5,1.0
WQ-007,2024-05-08,turbidity_ntu,5.46,CRITICAL,4.0,1.0
WQ-007,2024-05-08,chlorine_mg_l,4.3,CRITICAL,4.0,1.0
WQ-007,2024-05-09,ph,9.0,CRITICAL,8.5,1.0
WQ-007,2024-05-09,turbidity_ntu,5.46,CRITICAL,4.0,1.0
WQ-007,2024-05-09,chlorine_mg_l,3.15,VIOLATION,3.0,0.575
