station_id,month,readings_count,valid_readings_count,avg_pdi_ph,avg_pdi_turbidity,avg_pdi_chlorine,avg_pdi_lead,avg_pdi_coliform,cqi,rcs,violation_class,risk_trend,consecutive_violations,penalty_amount,maintenance_credit,net_penalty
WQ-010,2024-01,23,23,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,NEW,0,0.0,0.0,0.0
WQ-010,2024-02,24,23,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-010,2024-03,23,22,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-010,2024-04,26,25,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-010,2024-05,20,20,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-010,2024-06,24,23,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-011,2024-01,24,23,0.017826,0.12337,0.017391,0.010217,0.045455,95.79,95.79,CRITICAL,NEW,0,9144.9,115.0,9029.9
WQ-011,2024-02,21,20,0.008,0.18125,0.017,0.0237,0.067105,93.95,95.514,WATCH,STABLE,0,155.18,31.04,124.14
WQ-011,2024-03,26,25,0.0116,0.0965,0.0148,0.0288,0.078125,95.25,95.474,CRITICAL,STABLE,0,8710.2,60.52,8649.68
WQ-011,2024-04,23,22,0.054091,0.75,0.006364,0.013364,0.165909,80.37,93.208,CRITICAL,DECLINING,1,12018.1,0.0,12018.1
WQ-011,2024-05,23,23,0.003478,0.786957,0.007826,0.042348,0.069565,81.43,91.441,CRITICAL,STABLE,2,14461.91,122.16,14339.75
WQ-011,2024-06,24,24,0.035417,0.677292,0.013333,0.001875,0.026042,85.15,90.497,CRITICAL,IMPROVING,3,15153.26,59.64,15093.62
WQ-012,2024-01,23,22,0.0,0.015682,0.000227,0.0,0.022727,99.23,99.23,WATCH,NEW,0,152.42,0.0,152.42
WQ-012,2024-02,24,24,0.0,0.011771,0.0,0.0,0.013021,99.5,99.27,WATCH,STABLE,0,155.18,31.04,124.14
WQ-012,2024-03,28,28,0.0,0.008036,0.0,0.003571,0.024554,99.24,99.265,WATCH,STABLE,0,145.17,29.03,116.14
WQ-012,2024-04,25,23,0.0,0.011848,0.004348,0.0,0.042614,98.85,99.203,WATCH,STABLE,0,174.18,0.0,174.18
WQ-012,2024-05,21,21,0.0,0.044286,0.0,0.010714,0.065625,97.48,98.945,WATCH,STABLE,0,185.41,0.0,185.41
WQ-012,2024-06,20,20,0.001,0.0175,0.0,0.0,0.029605,99.04,98.959,WATCH,STABLE,0,174.18,0.0,174.18
WQ-013,2024-01,28,28,0.008214,0.090089,0.006607,0.0,0.083929,96.3,96.3,WATCH,NEW,0,177.82,0.0,177.82
WQ-013,2024-02,26,26,0.005,0.164423,0.023077,0.015192,0.105208,93.73,95.914,CRITICAL,DECLINING,0,10319.4,0.0,10319.4
WQ-013,2024-03,27,27,0.02963,0.060463,0.013333,0.015741,0.072917,96.22,95.96,WATCH,IMPROVING,0,169.36,0.0,169.36
WQ-013,2024-04,24,21,0.039524,0.104048,0.004524,0.01119,0.107143,94.78,95.783,WATCH,STABLE,0,211.75,0.0,211.75
WQ-013,2024-05,26,25,0.0092,0.0046,0.0068,0.02356,0.052083,97.92,96.104,WATCH,IMPROVING,0,214.68,42.94,171.74
WQ-013,2024-06,23,23,0.009565,0.12913,0.006739,0.0,0.159091,93.99,95.787,WATCH,DECLINING,0,201.68,0.0,201.68
WQ-014,2024-01,25,23,0.0,0.0,0.0,0.0,0.017857,99.64,99.64,WATCH,NEW,0,177.82,35.56,142.26
WQ-014,2024-02,23,23,0.0,0.019783,0.0,0.0,0.029762,99.01,99.546,WATCH,STABLE,0,171.99,34.4,137.59
WQ-014,2024-03,26,26,0.0,0.001731,0.0,0.007067,0.041667,98.92,99.452,WATCH,STABLE,0,169.36,0.0,169.36
WQ-014,2024-04,25,25,0.002,0.0,0.0,0.0,0.026042,99.45,99.452,WATCH,STABLE,0,211.75,0.0,211.75
WQ-014,2024-05,25,24,0.0,0.0,0.0,0.0,0.005208,99.9,99.519,WATCH,STABLE,0,214.68,0.0,214.68
WQ-014,2024-06,25,25,0.004,0.032,0.0,0.0,0.008523,99.13,99.461,WATCH,STABLE,0,201.68,0.0,201.68
WQ-015,2024-01,23,23,0.0,0.0,0.0,0.001652,0.0,99.95,99.95,WATCH,NEW,0,177.82,0.0,177.82
WQ-015,2024-02,23,22,0.0,0.0,0.0,0.0,0.006349,99.87,99.938,WATCH,STABLE,0,171.99,34.4,137.59
WQ-015,2024-03,24,23,0.0,0.0,0.0,0.347957,0.263636,84.29,97.591,WATCH,DECLINING,0,169.36,33.87,135.49
WQ-015,2024-04,24,22,0.0,0.0,0.0,0.36,0.230952,84.58,95.639,WATCH,STABLE,0,211.75,42.35,169.4
WQ-015,2024-05,28,27,0.0,0.0,0.0,0.352759,0.204487,85.33,94.093,WATCH,STABLE,0,214.68,0.0,214.68
WQ-015,2024-06,24,23,0.0,0.0,0.0,0.389652,0.228986,83.73,92.539,WATCH,STABLE,0,201.68,0.0,201.68
WQ-016,2024-01,24,24,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,NEW,0,0.0,0.0,0.0
WQ-016,2024-02,25,24,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-016,2024-03,27,27,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-016,2024-04,25,24,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-016,2024-05,19,18,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-016,2024-06,25,23,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-017,2024-01,27,26,0.026923,0.080385,0.007115,0.020115,0.085,95.58,95.58,WATCH,NEW,0,177.82,31.92,145.9
WQ-017,2024-02,22,20,0.012,0.05325,0.0145,0.0,0.085526,96.83,95.768,WATCH,STABLE,0,171.99,0.0,171.99
WQ-017,2024-03,26,23,0.055652,0.089239,0.000435,0.002826,0.071429,95.86,95.782,WATCH,STABLE,0,169.36,33.87,135.49
WQ-017,2024-04,27,25,0.0248,0.0774,0.0276,0.00756,0.146875,94.5,95.59,WATCH,STABLE,0,211.75,42.35,169.4
WQ-017,2024-05,26,26,0.01,0.065385,0.008462,0.016192,0.057692,96.78,95.768,CRITICAL,IMPROVING,0,12881.06,25.1,12855.96
WQ-017,2024-06,22,22,0.051818,0.141023,0.0125,0.003364,0.092857,94.26,95.542,WATCH,DECLINING,0,201.68,40.34,161.34
WQ-018,2024-01,27,27,0.0,0.0,0.008889,0.0,0.025463,99.36,99.36,WATCH,NEW,0,177.82,35.56,142.26
WQ-018,2024-02,25,25,0.0,0.0026,0.0,0.0091,0.0175,99.32,99.354,WATCH,STABLE,0,171.99,0.0,171.99
WQ-018,2024-03,26,26,0.008077,0.017596,0.0,0.0,0.0445,98.64,99.247,WATCH,STABLE,0,169.36,33.87,135.49
WQ-018,2024-04,21,21,0.0,0.0,0.0,0.0,0.04375,99.12,99.228,WATCH,STABLE,0,211.75,42.35,169.4
WQ-018,2024-05,22,21,0.0,0.0,0.0,0.002798,0.017857,99.56,99.278,WATCH,STABLE,0,214.68,42.94,171.74
WQ-018,2024-06,23,23,0.0,0.018152,0.0,0.0,0.026786,99.1,99.251,WATCH,STABLE,0,201.68,40.34,161.34
WQ-019,2024-01,21,21,0.04,0.16381,0.000238,0.029095,0.059211,94.06,94.06,CRITICAL_REPEAT,NEW,0,42337.5,0.0,42337.5
WQ-019,2024-02,25,25,0.9412,0.9821,0.8246,0.00616,0.123958,51.21,51.21,CRITICAL_REPEAT,DECLINING,1,49572.19,118.91,49453.28
WQ-019,2024-03,25,23,0.901304,0.927717,0.900217,0.034261,0.13587,50.68,50.68,CRITICAL_REPEAT,STABLE,2,52422.5,0.0,52422.5
WQ-019,2024-04,25,23,0.937391,0.995652,0.85087,0.003304,0.118182,50.8,50.8,CRITICAL,STABLE,3,16747.5,0.0,16747.5
WQ-019,2024-05,26,25,0.8992,0.9216,0.8644,0.0224,0.1,52.44,52.44,CRITICAL,STABLE,4,18736.08,0.0,18736.08
WQ-019,2024-06,25,24,0.862917,0.903438,0.681667,0.0,0.082292,57.12,57.12,CRITICAL,IMPROVING,5,18286.54,0.0,18286.54
WQ-020,2024-01,23,22,0.0,0.023864,0.0,0.009375,0.017045,98.9,98.9,WATCH,NEW,0,211.69,42.34,169.35
WQ-020,2024-02,24,23,0.0,0.000761,0.0,0.0,0.011364,99.76,99.029,WATCH,STABLE,0,215.53,0.0,215.53
WQ-020,2024-03,26,26,0.0,0.017212,0.007885,0.014183,0.015625,98.8,98.995,WATCH,STABLE,0,201.62,0.0,201.62
WQ-020,2024-04,28,28,0.0,0.00125,0.0,0.0,0.00463,99.88,99.128,WATCH,STABLE,0,192.5,38.5,154.0
WQ-020,2024-05,26,26,0.0,0.029712,0.0,0.025801,0.009615,98.44,99.025,WATCH,STABLE,0,195.17,39.03,156.14
WQ-020,2024-06,26,25,0.0,0.0606,0.0,0.0,0.045,97.89,98.855,WATCH,STABLE,0,174.16,0.0,174.16
WQ-021,2024-01,25,25,0.0,0.0,0.0,0.0,0.001333,99.97,99.97,WATCH,NEW,0,211.69,0.0,211.69
WQ-021,2024-02,24,24,0.0,0.0,0.0,0.0,0.0,100.0,99.974,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-021,2024-03,25,24,0.0,0.0,0.0,0.0,0.007576,99.85,99.955,WATCH,STABLE,0,201.62,26.75,174.87
WQ-021,2024-04,24,23,0.0,0.0,0.0,0.0,0.007246,99.86,99.941,WATCH,STABLE,0,192.5,0.0,192.5
WQ-021,2024-05,25,24,0.0,0.0,0.0,0.0,0.0,100.0,99.95,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-021,2024-06,22,22,0.0,0.0,0.0,0.0,0.011111,99.78,99.924,WATCH,STABLE,0,174.16,34.83,139.33
WQ-022,2024-01,26,26,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,NEW,0,0.0,0.0,0.0
WQ-022,2024-02,20,20,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-022,2024-03,26,26,0.0,0.0,0.0,0.185048,0.064103,93.17,98.976,WATCH,DECLINING,0,201.62,40.32,161.3
WQ-022,2024-04,28,26,0.0,0.0,0.0,0.107764,0.05,95.77,98.495,WATCH,IMPROVING,0,192.5,38.5,154.0
WQ-022,2024-05,26,25,0.0,0.0,0.0,0.221205,0.047222,92.42,97.584,WATCH,DECLINING,0,195.17,0.0,195.17
WQ-022,2024-06,24,24,0.0,0.0,0.0,0.083984,0.063889,96.2,97.376,WATCH,IMPROVING,0,174.16,0.0,174.16
WQ-023,2024-01,22,21,0.026667,0.143214,0.003095,0.002095,0.144048,93.75,93.75,CRITICAL,NEW,0,12701.25,0.0,12701.25
WQ-023,2024-02,21,21,0.01381,0.076429,0.024762,0.017333,0.163095,94.11,93.804,WATCH,STABLE,0,215.53,0.0,215.53
WQ-023,2024-03,28,28,0.026786,0.132321,0.004107,0.010036,0.111111,94.37,93.889,CRITICAL,STABLE,0,12097.5,0.0,12097.5
WQ-023,2024-04,28,25,0.0,0.1497,0.0128,0.00788,0.102174,94.53,93.985,WATCH,STABLE,0,192.5,38.5,154.0
WQ-023,2024-05,22,22,0.005909,0.116591,0.003409,0.017455,0.089286,95.22,94.17,CRITICAL_REPEAT,STABLE,0,39033.5,0.0,39033.5
WQ-023,2024-06,23,22,0.039545,0.101477,0.035909,0.0,0.0625,95.59,94.383,WATCH,STABLE,0,174.16,34.83,139.33
WQ-024,2024-01,27,26,0.0,0.0,0.0,0.001538,0.005,99.85,99.85,WATCH,NEW,0,211.69,42.34,169.35
WQ-024,2024-02,25,22,0.0,0.054773,0.0,0.0,0.028125,98.34,99.624,WATCH,STABLE,0,215.53,0.0,215.53
WQ-024,2024-03,26,25,0.0,0.0132,0.0,0.00615,0.0325,98.9,99.515,WATCH,STABLE,0,201.62,0.0,201.62
WQ-024,2024-04,25,25,0.0,0.0442,0.0,0.003,0.03125,98.4,99.348,WATCH,STABLE,0,192.5,0.0,192.5
WQ-024,2024-05,25,25,0.0,0.0266,0.0,0.0,0.01,99.27,99.336,WATCH,STABLE,0,195.17,0.0,195.17
WQ-024,2024-06,24,22,0.0,0.007386,0.001364,0.0,0.036932,99.09,99.299,WATCH,STABLE,0,174.16,0.0,174.16
WQ-025,2024-01,26,26,0.030769,0.148846,0.005769,0.0,0.119231,94.09,94.09,WATCH,NEW,0,169.35,0.0,169.35
WQ-025,2024-02,25,24,0.019167,0.123333,0.009167,0.00225,0.065217,95.74,94.338,CRITICAL,STABLE,0,10345.5,115.13,10230.37
WQ-025,2024-03,27,27,0.031481,0.1075,0.003519,0.012778,0.086538,95.21,94.469,WATCH,STABLE,0,153.22,30.64,122.58
WQ-025,2024-04,24,24,0.037083,0.700729,0.008333,0.020708,0.107609,82.53,92.678,CRITICAL_REPEAT,DECLINING,0,40425.0,67.24,40357.76
WQ-025,2024-05,27,26,0.045769,0.6975,0.016923,0.0,0.113,82.85,91.204,CRITICAL_REPEAT,STABLE,1,47132.95,0.0,47132.95
WQ-025,2024-06,26,25,0.0136,0.7772,0.0006,0.00916,0.108,81.81,89.795,CRITICAL_REPEAT,STABLE,2,50052.5,0.0,50052.5
WQ-026,2024-01,20,20,0.0,0.0025,0.0,0.0,0.040625,99.14,99.14,WATCH,NEW,0,169.35,0.0,169.35
WQ-026,2024-02,23,22,0.0,0.014205,0.0,0.0,0.019886,99.32,99.167,WATCH,STABLE,0,172.42,0.0,172.42
WQ-026,2024-03,21,18,0.0,0.01375,0.0,0.001111,0.03125,99.07,99.152,WATCH,STABLE,0,153.22,0.0,153.22
WQ-026,2024-04,23,23,0.0,0.021196,0.005435,0.02125,0.026786,98.32,99.027,WATCH,STABLE,0,202.12,40.42,161.7
WQ-026,2024-05,25,25,0.0,0.0057,0.0,0.0,0.021739,99.45,99.09,WATCH,STABLE,0,204.93,40.99,163.94
WQ-026,2024-06,25,25,0.0,0.0236,0.0,0.0091,0.03,98.66,99.026,WATCH,STABLE,0,192.51,0.0,192.51
WQ-027,2024-01,22,21,0.0,0.0,0.0,0.0,0.005263,99.89,99.89,WATCH,NEW,0,169.35,33.87,135.48
WQ-027,2024-02,26,26,0.0,0.000385,0.0,0.015269,0.005333,99.43,99.821,WATCH,STABLE,0,172.42,0.0,172.42
WQ-027,2024-03,22,19,0.0,0.0,0.0,0.0,0.0,100.0,99.848,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-027,2024-04,22,22,0.0,0.012159,0.0,0.003955,0.00303,99.58,99.808,WATCH,STABLE,0,202.12,0.0,202.12
WQ-027,2024-05,23,22,0.0,0.0,0.0,0.0,0.0,100.0,99.837,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-027,2024-06,25,24,0.0,0.016458,0.0,0.0,0.005556,99.56,99.795,WATCH,STABLE,0,192.51,0.0,192.51
WQ-028,2024-01,26,25,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,NEW,0,0.0,0.0,0.0
WQ-028,2024-02,23,23,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-028,2024-03,24,23,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-028,2024-04,25,24,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-028,2024-05,27,27,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-028,2024-06,25,25,0.0,0.0,0.0,0.0,0.0,100.0,100.0,COMPLIANT,STABLE,0,0.0,0.0,0.0
WQ-029,2024-01,30,29,0.016207,0.086724,0.018621,0.007862,0.074074,96.03,96.03,WATCH,NEW,0,169.35,0.0,169.35
WQ-029,2024-02,24,24,0.025833,0.110104,0.0,0.012667,0.086957,95.29,95.919,CRITICAL_REPEAT,STABLE,0,34485.0,105.9,34379.1
WQ-029,2024-03,27,27,0.035185,0.039259,0.013148,0.024667,0.078704,96.18,95.958,WATCH,STABLE,0,153.22,30.64,122.58
WQ-029,2024-04,26,25,0.0136,0.1644,0.0078,0.0,0.088,94.63,95.759,CRITICAL,STABLE,0,12127.5,0.0,12127.5
WQ-029,2024-05,22,22,0.010455,0.189773,0.0075,0.0,0.073864,94.46,95.564,CRITICAL,STABLE,1,14139.89,112.07,14027.82
WQ-029,2024-06,23,22,0.013636,0.050114,0.006364,0.010227,0.205682,94.28,95.371,WATCH,STABLE,0,192.51,0.0,192.51
WQ-030,2024-01,25,23,0.0,0.002283,0.0,0.008478,0.025568,99.19,99.19,WATCH,NEW,0,169.35,33.87,135.48
WQ-030,2024-02,23,22,0.0,0.020341,0.0,0.0,0.017045,99.25,99.199,WATCH,STABLE,0,172.42,34.48,137.94
WQ-030,2024-03,22,22,0.0,0.006364,0.0,0.007102,0.021875,99.22,99.202,WATCH,STABLE,0,153.22,29.89,123.33
WQ-030,2024-04,25,25,0.0,0.0187,0.0,0.0,0.016304,99.3,99.217,WATCH,STABLE,0,202.12,0.0,202.12
WQ-030,2024-05,26,23,0.0,0.004022,0.004348,0.0,0.011364,99.63,99.279,WATCH,STABLE,0,204.93,40.99,163.94
WQ-030,2024-06,22,21,0.0,0.00881,0.0,0.015119,0.020833,98.95,99.23,WATCH,STABLE,0,192.51,0.0,192.51
